Desc	Family ID	Aflo	Amel	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot
null	ORTHOMCL5965	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5966	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5967	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5968	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5969	1	0	1	1	2	1	2	1	1	1	0
null	ORTHOMCL5970	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5971	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5972	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5973	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5974	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5975	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5976	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5977	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5978	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5979	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5980	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5981	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5982	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5983	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5984	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5985	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5986	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5987	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5988	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5989	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5990	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5991	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5992	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5993	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5994	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5995	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5996	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5997	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5998	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL5999	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6000	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6001	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6002	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6003	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6004	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6005	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6006	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6007	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6008	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6009	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6010	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6011	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6012	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6013	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6014	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6015	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6016	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6017	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6018	2	1	1	1	1	0	1	1	1	1	1
null	ORTHOMCL6019	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6020	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6021	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6022	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6023	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6024	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6025	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6026	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6027	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6028	1	1	1	0	1	1	1	2	1	1	1
null	ORTHOMCL6029	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6030	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6031	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6032	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6033	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6034	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6035	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6036	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6037	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6038	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6039	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6040	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6041	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6042	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6043	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6044	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6045	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6046	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6047	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6048	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6049	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6050	1	0	1	1	2	1	1	1	1	1	1
null	ORTHOMCL6051	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6052	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6053	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6054	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6055	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6056	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6057	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6058	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6059	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6060	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6061	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6062	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6063	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6064	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6065	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6066	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6067	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6068	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6069	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6070	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6071	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6072	1	1	1	1	0	1	1	1	1	1	2
null	ORTHOMCL6073	1	1	1	1	1	1	1	1	1	0	2
null	ORTHOMCL6074	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6075	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6076	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6077	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6078	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6079	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6080	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6081	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6082	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6083	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6084	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6085	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6086	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6087	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6088	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6089	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6090	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6091	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6092	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6093	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6094	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6095	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6096	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6097	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6098	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6099	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6100	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6101	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6102	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6103	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6104	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6105	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6106	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6107	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6108	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6109	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6110	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6111	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6112	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6113	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6114	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6115	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6116	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6117	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6118	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6119	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6120	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6121	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6122	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6123	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6124	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6125	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6126	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6127	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6128	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6129	2	1	1	1	1	1	1	1	0	1	1
null	ORTHOMCL6130	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6131	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6132	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6133	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6134	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6135	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6136	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6137	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6138	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6139	1	0	1	1	1	1	1	1	1	1	2
null	ORTHOMCL6140	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6141	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6142	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6143	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6144	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6145	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6146	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6147	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6148	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6149	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6150	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6151	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6152	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6153	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6154	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6155	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6156	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6157	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6158	1	1	1	1	0	1	1	1	1	2	1
null	ORTHOMCL6159	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6160	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6161	1	1	1	1	1	1	1	0	2	1	1
null	ORTHOMCL6162	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6163	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6164	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6165	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6166	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6167	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6168	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6169	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6170	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6171	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6172	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6173	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6174	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6175	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6176	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6177	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6178	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6179	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6180	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6181	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6182	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6183	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6184	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6185	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6186	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6187	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6188	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6189	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6190	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6191	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6192	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6193	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6194	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6195	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6196	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6197	1	1	2	1	1	1	0	1	1	1	1
null	ORTHOMCL6198	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6199	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6200	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6201	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6202	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6203	1	0	2	0	1	1	2	1	1	1	1
null	ORTHOMCL6204	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6205	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6206	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6207	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6208	1	1	1	3	1	1	1	1	0	0	1
null	ORTHOMCL6209	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6210	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6211	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6212	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6213	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6214	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6215	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6216	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6217	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6218	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6219	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6220	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6221	1	1	1	1	1	1	0	1	1	1	2
null	ORTHOMCL6222	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6223	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6224	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6225	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6226	1	1	1	1	1	0	1	1	1	1	2
null	ORTHOMCL6227	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6228	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6229	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6230	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6231	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6232	1	1	1	1	1	1	1	1	2	0	1
null	ORTHOMCL6233	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6234	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6235	1	1	1	1	2	0	1	1	1	1	1
null	ORTHOMCL6236	1	1	1	2	1	1	1	1	0	1	1
null	ORTHOMCL6237	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6238	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6239	1	0	1	1	1	1	2	1	1	1	1
null	ORTHOMCL6240	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6241	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6242	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6243	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6244	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6245	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6246	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6247	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6248	1	1	1	1	2	0	1	1	1	1	1
null	ORTHOMCL6249	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6250	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6251	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6252	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6253	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6254	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6255	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6256	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6257	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6258	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6259	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6260	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6261	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6262	1	1	1	1	0	3	1	0	1	1	1
null	ORTHOMCL6263	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6264	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6265	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6266	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6267	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6268	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6269	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6270	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6271	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6272	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6273	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6274	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6275	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6276	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6277	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6278	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6279	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6280	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6281	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6282	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6283	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6284	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6285	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6286	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6287	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6288	1	1	1	1	2	1	1	1	0	1	1
null	ORTHOMCL6289	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6290	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6291	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6292	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6293	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6294	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6295	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6296	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6297	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6298	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6299	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6300	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6301	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6302	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6303	1	1	1	1	0	1	1	1	1	1	2
null	ORTHOMCL6304	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6305	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6306	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6307	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6308	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6309	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6310	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6311	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6312	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6313	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6314	2	1	1	1	0	1	1	1	1	1	1
null	ORTHOMCL6315	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6316	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6317	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6318	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6319	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6320	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6321	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6322	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6323	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6324	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6325	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6326	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6327	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6328	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6329	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6330	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6331	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6332	1	0	1	2	1	1	1	1	1	1	1
null	ORTHOMCL6333	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6334	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6335	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6336	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6337	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6338	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6339	1	1	1	2	1	1	1	1	0	1	1
null	ORTHOMCL6340	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6341	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6342	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6343	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6344	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6345	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6346	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6347	1	1	1	1	1	1	1	1	1	0	2
null	ORTHOMCL6348	1	1	1	2	1	1	1	1	0	1	1
null	ORTHOMCL6349	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6350	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6351	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6352	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6353	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6354	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6355	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6356	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6357	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6358	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6359	1	1	2	1	1	1	0	1	1	1	1
null	ORTHOMCL6360	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6361	1	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL6362	1	1	1	1	1	1	1	1	1	1	1
