Desc	Family ID	Aflo	Amel	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot
null	ORTHOMCL1902	1	1	1	1	1	4	1	1	1	1	1
null	ORTHOMCL1903	1	1	2	2	1	2	1	1	1	1	1
null	ORTHOMCL1904	2	1	1	1	2	1	1	1	1	1	2
null	ORTHOMCL1905	2	1	2	1	1	1	1	1	1	1	2
null	ORTHOMCL1906	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL1907	1	1	1	1	2	1	1	2	1	2	1
null	ORTHOMCL1908	3	1	1	2	1	1	1	1	1	1	1
null	ORTHOMCL1909	2	2	1	2	1	0	2	1	0	2	1
null	ORTHOMCL1910	1	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL1911	1	1	1	1	1	2	1	1	2	2	1
null	ORTHOMCL1912	4	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL1913	1	1	1	1	1	1	1	2	2	2	1
null	ORTHOMCL1914	2	1	1	1	1	1	2	1	1	1	2
null	ORTHOMCL1915	1	1	2	1	1	1	1	1	1	1	3
null	ORTHOMCL1916	1	1	2	1	2	1	1	1	1	1	2
null	ORTHOMCL1917	2	1	1	1	1	1	1	2	1	2	1
null	ORTHOMCL1918	1	1	2	2	1	1	1	2	1	1	1
null	ORTHOMCL1919	1	1	1	1	1	1	1	3	1	1	2
null	ORTHOMCL1920	2	1	1	1	3	1	1	1	1	1	1
null	ORTHOMCL1921	1	1	1	1	1	2	1	1	1	3	1
null	ORTHOMCL1922	2	1	1	1	1	1	2	1	1	2	1
null	ORTHOMCL1923	1	1	1	2	1	1	2	1	1	2	1
null	ORTHOMCL1924	3	1	1	1	1	1	2	1	1	1	1
null	ORTHOMCL1925	2	1	1	1	1	1	1	1	1	1	3
null	ORTHOMCL1926	1	1	1	1	1	0	2	0	3	1	3
null	ORTHOMCL1927	1	1	1	2	1	1	1	1	3	1	1
null	ORTHOMCL1928	1	1	1	1	1	1	2	2	1	1	2
null	ORTHOMCL1929	2	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL1930	1	1	1	2	2	1	2	1	1	1	1
null	ORTHOMCL1931	1	1	1	2	1	1	1	1	1	1	3
null	ORTHOMCL1932	1	1	1	1	1	2	1	1	1	1	3
null	ORTHOMCL1933	1	1	1	4	1	1	1	1	1	1	1
null	ORTHOMCL1934	1	1	1	2	1	2	1	1	2	2	0
null	ORTHOMCL1935	1	1	1	1	1	0	0	0	0	0	9
null	ORTHOMCL1936	1	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL1937	2	1	1	1	2	1	1	1	1	1	2
null	ORTHOMCL1938	1	1	2	3	0	1	1	1	1	1	2
null	ORTHOMCL1939	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL1940	3	1	1	0	2	1	1	2	1	1	1
null	ORTHOMCL1941	3	1	2	1	0	1	1	1	1	1	2
null	ORTHOMCL1942	1	0	2	1	3	1	1	3	1	1	0
null	ORTHOMCL1943	1	1	1	1	2	1	2	1	1	1	2
null	ORTHOMCL1944	1	1	1	1	1	5	1	1	0	1	1
null	ORTHOMCL1945	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL1946	1	1	2	1	1	0	1	2	1	1	3
null	ORTHOMCL1947	1	1	4	1	1	1	1	1	1	1	1
null	ORTHOMCL1948	1	1	2	1	2	1	1	1	1	1	2
null	ORTHOMCL1949	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL1950	2	1	1	1	1	1	1	3	1	1	1
null	ORTHOMCL1951	1	1	3	1	1	1	1	2	1	1	1
null	ORTHOMCL1952	1	1	2	1	2	1	2	1	1	1	1
null	ORTHOMCL1953	1	1	1	2	1	1	1	1	1	1	3
null	ORTHOMCL1954	3	1	1	1	1	1	1	1	1	2	1
null	ORTHOMCL1955	1	1	1	4	1	1	1	1	1	1	1
null	ORTHOMCL1956	1	1	1	1	2	1	1	1	1	1	3
null	ORTHOMCL1957	1	1	3	2	1	1	1	1	1	1	1
null	ORTHOMCL1958	1	1	1	1	2	1	1	1	1	1	3
null	ORTHOMCL1959	1	1	1	1	3	1	1	1	2	1	1
null	ORTHOMCL1960	1	1	1	2	1	1	1	1	2	2	1
null	ORTHOMCL1961	1	1	1	1	2	1	1	1	2	2	1
null	ORTHOMCL1962	1	1	2	1	2	1	2	1	1	1	1
null	ORTHOMCL1963	2	1	1	2	1	1	2	1	1	1	1
null	ORTHOMCL1964	1	1	1	2	1	3	1	1	1	1	1
null	ORTHOMCL1965	1	1	1	1	2	1	1	2	2	1	1
null	ORTHOMCL1966	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL1967	1	1	0	2	1	1	1	2	2	2	1
null	ORTHOMCL1968	1	1	1	3	2	1	1	1	1	1	1
null	ORTHOMCL1969	1	1	2	2	1	1	1	1	2	1	1
null	ORTHOMCL1970	1	1	1	2	1	1	1	1	3	1	1
null	ORTHOMCL1971	1	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL1972	1	1	1	1	1	3	2	1	1	1	1
null	ORTHOMCL1973	1	1	1	1	1	1	1	4	1	1	1
null	ORTHOMCL1974	1	1	1	1	1	1	1	1	1	2	3
null	ORTHOMCL1975	1	1	1	2	3	1	1	1	1	1	1
null	ORTHOMCL1976	2	1	1	1	1	1	3	1	1	1	1
null	ORTHOMCL1977	1	1	1	1	3	1	2	1	1	1	1
null	ORTHOMCL1978	2	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL1979	2	1	1	2	1	1	1	1	0	1	3
null	ORTHOMCL1980	1	1	1	1	4	1	1	0	1	2	1
null	ORTHOMCL1981	1	1	2	1	3	1	1	1	1	1	1
null	ORTHOMCL1982	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL1983	1	1	1	1	2	1	2	1	1	1	2
null	ORTHOMCL1984	1	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL1985	1	1	1	1	2	1	1	2	1	1	2
null	ORTHOMCL1986	2	1	2	1	1	1	2	1	1	1	1
null	ORTHOMCL1987	2	1	1	1	1	1	1	1	2	2	1
null	ORTHOMCL1988	2	1	1	1	2	1	1	1	1	2	1
null	ORTHOMCL1989	2	1	1	1	1	1	2	1	1	1	2
null	ORTHOMCL1990	1	1	1	1	2	2	1	1	1	2	1
null	ORTHOMCL1991	1	1	1	1	1	1	1	1	4	1	1
null	ORTHOMCL1992	2	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL1993	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL1994	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL1995	1	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL1996	1	1	1	4	1	1	1	1	1	1	1
null	ORTHOMCL1997	2	1	1	2	1	1	1	1	1	1	2
null	ORTHOMCL1998	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL1999	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL2000	1	1	1	1	3	1	1	1	1	1	2
null	ORTHOMCL2001	1	1	1	1	1	1	1	1	2	1	3
null	ORTHOMCL2002	2	1	3	1	1	1	1	1	1	1	1
null	ORTHOMCL2003	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL2004	1	1	1	4	1	1	1	1	1	1	1
null	ORTHOMCL2005	1	1	1	4	1	1	1	1	1	1	1
null	ORTHOMCL2006	2	1	1	1	1	1	1	1	1	1	3
null	ORTHOMCL2007	1	1	2	1	2	1	2	1	1	1	1
null	ORTHOMCL2008	2	1	1	1	2	1	1	1	1	1	2
null	ORTHOMCL2009	2	1	1	2	2	1	1	1	1	1	1
null	ORTHOMCL2010	1	1	1	2	1	2	1	1	1	1	2
null	ORTHOMCL2011	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL2012	1	1	3	2	1	1	1	1	1	1	1
null	ORTHOMCL2013	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL2014	1	1	1	1	3	1	1	2	1	1	1
null	ORTHOMCL2015	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL2016	2	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL2017	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL2018	2	1	2	1	1	1	1	1	1	1	2
null	ORTHOMCL2019	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL2020	3	1	1	1	1	1	3	1	1	1	0
null	ORTHOMCL2021	2	1	1	2	2	1	1	1	1	1	1
null	ORTHOMCL2022	1	1	3	3	1	1	1	1	1	0	1
null	ORTHOMCL2023	1	1	1	1	1	1	4	1	1	1	1
null	ORTHOMCL2024	1	1	4	1	1	1	1	1	1	1	1
null	ORTHOMCL2025	1	1	1	1	2	1	1	1	1	1	3
null	ORTHOMCL2026	2	1	2	1	1	1	2	1	1	1	1
null	ORTHOMCL2027	1	1	1	1	3	1	1	2	1	1	1
null	ORTHOMCL2028	1	1	1	1	1	3	2	1	1	1	1
null	ORTHOMCL2029	1	1	1	1	1	0	1	1	1	1	5
null	ORTHOMCL2030	1	1	1	1	2	1	1	1	2	2	1
null	ORTHOMCL2031	1	1	3	1	1	1	2	1	1	1	1
null	ORTHOMCL2032	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL2033	1	1	1	1	3	1	2	1	1	1	1
null	ORTHOMCL2034	1	0	1	6	0	1	1	1	1	1	1
null	ORTHOMCL2035	2	1	2	1	1	1	1	1	1	1	2
null	ORTHOMCL2036	1	1	3	1	1	1	1	1	2	1	1
null	ORTHOMCL2037	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL2038	1	1	1	1	1	1	1	2	3	1	1
null	ORTHOMCL2039	1	1	1	1	3	1	1	1	1	1	2
null	ORTHOMCL2040	1	1	1	1	2	1	2	2	1	1	1
null	ORTHOMCL2041	1	1	1	1	1	1	2	1	1	1	3
null	ORTHOMCL2042	1	1	1	3	1	0	1	1	1	1	3
null	ORTHOMCL2043	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL2044	1	1	1	1	3	2	1	1	1	1	1
null	ORTHOMCL2045	1	1	3	2	1	1	1	1	1	1	1
null	ORTHOMCL2046	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL2047	1	1	2	2	1	1	2	1	1	1	1
null	ORTHOMCL2048	1	1	1	1	1	1	1	5	1	0	1
null	ORTHOMCL2049	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL2050	2	1	1	1	1	1	2	1	1	1	2
null	ORTHOMCL2051	1	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL2052	2	0	1	1	2	2	2	2	1	0	1
null	ORTHOMCL2053	1	1	1	1	5	1	1	1	1	1	0
null	ORTHOMCL2054	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL2055	1	1	1	1	2	1	2	1	1	1	2
null	ORTHOMCL2056	2	1	2	2	1	0	2	1	1	1	1
null	ORTHOMCL2057	1	1	1	1	2	1	1	1	1	1	3
null	ORTHOMCL2058	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL2059	1	1	2	1	2	1	1	1	1	1	2
null	ORTHOMCL2060	1	1	1	1	1	1	1	1	0	1	5
null	ORTHOMCL2061	1	1	2	1	2	2	1	1	1	1	1
null	ORTHOMCL2062	1	1	1	2	1	1	1	1	1	1	3
null	ORTHOMCL2063	1	1	1	1	2	1	1	1	1	1	3
null	ORTHOMCL2064	1	1	2	1	1	2	1	1	1	2	1
null	ORTHOMCL2065	2	1	1	1	1	1	1	1	1	2	2
null	ORTHOMCL2066	1	1	1	2	1	1	2	1	1	1	2
null	ORTHOMCL2067	2	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL2068	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL2069	1	1	1	2	3	1	1	1	1	1	1
null	ORTHOMCL2070	1	1	1	1	1	1	1	1	2	2	2
null	ORTHOMCL2071	1	1	1	1	2	1	1	1	2	2	1
null	ORTHOMCL2072	1	1	2	1	1	1	1	1	1	1	3
null	ORTHOMCL2073	2	1	1	2	1	1	1	1	1	1	2
null	ORTHOMCL2074	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL2075	2	1	2	1	2	1	1	1	1	1	1
null	ORTHOMCL2076	2	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL2077	1	1	1	1	2	1	1	1	1	1	3
null	ORTHOMCL2078	1	1	2	2	1	1	2	1	1	1	1
null	ORTHOMCL2079	1	1	1	4	1	1	1	1	1	1	1
null	ORTHOMCL2080	1	1	1	2	1	1	2	1	1	1	2
null	ORTHOMCL2081	1	1	2	1	1	1	1	1	1	1	3
null	ORTHOMCL2082	1	1	3	2	1	1	1	1	1	1	1
null	ORTHOMCL2083	1	1	1	1	1	2	1	1	1	1	3
null	ORTHOMCL2084	2	1	1	2	3	1	1	1	0	1	1
null	ORTHOMCL2085	1	1	2	1	2	1	1	1	1	1	2
null	ORTHOMCL2086	1	1	1	1	3	1	1	2	1	1	1
null	ORTHOMCL2087	1	1	1	1	2	1	1	1	1	1	3
null	ORTHOMCL2088	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL2089	1	1	3	1	2	1	1	1	1	1	1
null	ORTHOMCL2090	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL2091	1	1	2	2	1	1	2	1	1	1	1
null	ORTHOMCL2092	2	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL2093	1	1	1	1	1	2	1	2	2	1	1
null	ORTHOMCL2094	1	1	1	1	2	1	2	2	1	1	1
null	ORTHOMCL2095	1	1	1	1	1	1	5	1	0	1	1
null	ORTHOMCL2096	1	1	1	1	2	1	1	1	1	1	3
null	ORTHOMCL2097	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL2098	1	1	3	1	1	1	1	1	1	1	2
null	ORTHOMCL2099	1	1	1	4	1	1	1	1	1	1	1
null	ORTHOMCL2100	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL2101	1	1	2	2	1	1	2	1	1	1	1
null	ORTHOMCL2102	1	1	4	1	1	1	1	1	1	1	1
null	ORTHOMCL2103	1	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL2104	1	1	1	1	1	0	1	1	2	2	3
null	ORTHOMCL2105	1	1	2	3	2	1	1	1	1	1	0
null	ORTHOMCL2106	1	1	1	1	3	1	1	1	2	1	1
null	ORTHOMCL2107	1	1	1	3	1	1	1	1	1	2	1
null	ORTHOMCL2108	1	1	1	1	1	1	1	4	1	1	1
null	ORTHOMCL2109	1	1	1	2	1	2	1	1	1	2	1
null	ORTHOMCL2110	1	1	3	1	1	1	2	1	1	1	1
null	ORTHOMCL2111	1	1	1	1	5	1	1	1	0	1	1
null	ORTHOMCL2112	1	1	1	1	2	1	1	1	1	1	3
null	ORTHOMCL2113	1	1	3	2	1	1	1	1	1	1	1
null	ORTHOMCL2114	1	1	1	1	1	1	2	2	1	2	1
null	ORTHOMCL2115	1	1	1	1	2	1	3	0	1	1	2
null	ORTHOMCL2116	1	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL2117	2	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL2118	1	1	3	1	1	1	1	1	1	1	2
null	ORTHOMCL2119	1	1	1	1	3	1	1	1	1	2	1
null	ORTHOMCL2120	1	1	3	3	1	1	1	1	1	1	0
null	ORTHOMCL2121	1	0	2	1	3	1	1	1	2	1	1
null	ORTHOMCL2122	1	1	1	1	3	1	1	1	1	1	2
null	ORTHOMCL2123	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL2124	1	1	2	2	1	1	2	1	1	1	1
null	ORTHOMCL2125	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL2126	1	1	1	1	1	1	2	1	2	2	1
null	ORTHOMCL2127	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL2128	1	1	1	1	2	1	3	1	1	1	1
null	ORTHOMCL2129	1	1	2	1	1	1	1	1	2	2	1
null	ORTHOMCL2130	1	0	1	1	2	1	1	2	0	1	4
null	ORTHOMCL2131	1	1	1	1	2	1	2	1	1	2	1
null	ORTHOMCL2132	1	1	1	1	2	2	2	1	1	1	1
null	ORTHOMCL2133	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL2134	1	1	2	1	3	1	1	1	0	0	3
null	ORTHOMCL2135	1	1	1	1	2	1	1	1	3	1	1
null	ORTHOMCL2136	1	2	1	1	2	2	1	1	1	1	1
null	ORTHOMCL2137	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL2138	1	1	3	1	1	1	2	1	0	1	2
null	ORTHOMCL2139	1	1	2	1	3	0	1	1	1	1	2
null	ORTHOMCL2140	2	1	2	1	2	1	1	1	1	1	1
null	ORTHOMCL2141	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL2142	1	1	1	1	2	1	1	1	2	2	1
null	ORTHOMCL2143	1	1	1	3	2	1	1	0	1	1	2
null	ORTHOMCL2144	1	1	1	1	3	1	1	1	1	1	2
null	ORTHOMCL2145	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL2146	1	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL2147	1	1	4	1	1	1	1	1	1	1	1
null	ORTHOMCL2148	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL2149	1	1	1	1	2	1	1	1	1	1	3
null	ORTHOMCL2150	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL2151	1	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL2152	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL2153	1	2	1	1	1	1	1	1	2	2	1
null	ORTHOMCL2154	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL2155	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL2156	1	1	1	2	3	1	1	1	1	1	1
null	ORTHOMCL2157	2	1	2	1	2	1	1	1	1	1	1
null	ORTHOMCL2158	1	1	1	1	1	2	1	2	1	1	2
null	ORTHOMCL2159	1	1	2	1	1	1	1	1	0	1	4
null	ORTHOMCL2160	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL2161	1	1	2	1	1	1	3	1	1	1	1
null	ORTHOMCL2162	1	1	1	1	1	1	1	1	2	2	2
null	ORTHOMCL2163	1	1	1	1	1	3	2	1	1	1	1
null	ORTHOMCL2164	1	1	1	1	2	1	2	1	1	1	2
null	ORTHOMCL2165	1	1	1	1	3	1	1	2	1	1	1
null	ORTHOMCL2166	1	1	2	1	1	1	1	1	2	2	1
null	ORTHOMCL2167	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL2168	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL2169	1	1	1	1	2	3	1	1	1	1	1
null	ORTHOMCL2170	1	1	3	2	1	1	1	1	1	1	1
null	ORTHOMCL2171	1	1	1	3	1	1	1	1	2	1	1
null	ORTHOMCL2172	1	1	2	3	1	1	1	1	1	1	1
null	ORTHOMCL2173	1	1	1	1	1	1	1	1	1	1	4
null	ORTHOMCL2174	1	1	2	1	1	2	2	1	1	1	1
null	ORTHOMCL2175	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL2176	1	1	2	1	2	1	1	1	1	1	2
null	ORTHOMCL2177	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL2178	1	1	2	1	1	1	1	1	1	1	3
null	ORTHOMCL2179	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL2180	1	1	2	3	0	1	1	1	1	1	2
null	ORTHOMCL2181	1	1	1	2	2	1	1	1	1	2	1
null	ORTHOMCL2182	1	1	1	2	1	1	2	3	1	0	1
null	ORTHOMCL2183	1	1	1	4	1	1	1	1	1	1	1
null	ORTHOMCL2184	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL2185	1	1	1	1	2	2	1	2	1	1	1
null	ORTHOMCL2186	1	1	3	3	1	0	1	1	1	1	1
null	ORTHOMCL2187	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL2188	1	1	1	1	1	1	1	4	1	1	1
null	ORTHOMCL2189	1	1	2	2	2	1	1	1	1	1	1
null	ORTHOMCL2190	1	1	1	2	3	1	1	1	1	1	1
null	ORTHOMCL2191	1	1	1	1	4	1	1	1	1	1	1
null	ORTHOMCL2192	1	1	2	1	2	2	1	1	1	1	1
null	ORTHOMCL2193	0	0	5	1	2	1	1	1	2	1	0
null	ORTHOMCL2194	0	0	1	2	0	0	1	9	0	1	0
null	ORTHOMCL2195	0	0	0	0	13	0	0	0	1	0	0
null	ORTHOMCL2196	0	0	0	0	0	0	0	0	14	0	0
null	ORTHOMCL2197	0	0	0	0	0	0	0	0	13	0	1
null	ORTHOMCL2198	0	0	0	0	0	0	0	0	0	14	0
null	ORTHOMCL2199	0	0	0	0	0	0	0	0	0	0	14
null	ORTHOMCL2200	1	1	1	1	2	1	1	2	1	1	1
null	ORTHOMCL2201	2	0	1	1	2	1	1	1	1	1	2
null	ORTHOMCL2202	1	1	1	1	2	1	1	2	1	1	1
null	ORTHOMCL2203	2	1	1	1	3	1	0	1	1	1	1
null	ORTHOMCL2204	2	2	1	1	1	1	1	1	1	1	1
null	ORTHOMCL2205	1	1	3	1	1	1	1	1	1	1	1
null	ORTHOMCL2206	1	1	1	1	1	2	1	1	1	1	2
null	ORTHOMCL2207	2	1	1	1	1	1	1	2	1	1	1
null	ORTHOMCL2208	1	1	3	2	1	1	1	1	1	0	1
null	ORTHOMCL2209	1	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL2210	1	1	1	2	0	1	2	1	1	1	2
null	ORTHOMCL2211	1	1	1	2	1	1	1	1	1	1	2
null	ORTHOMCL2212	2	1	1	1	1	1	2	1	1	1	1
null	ORTHOMCL2213	1	1	1	1	1	1	2	1	1	1	2
null	ORTHOMCL2214	1	1	1	1	1	1	1	1	3	1	1
null	ORTHOMCL2215	1	1	1	1	1	1	2	2	1	1	1
null	ORTHOMCL2216	1	1	1	1	1	2	1	1	1	2	1
null	ORTHOMCL2217	1	1	1	1	2	2	1	1	1	1	1
null	ORTHOMCL2218	2	1	2	1	1	1	1	1	1	1	1
null	ORTHOMCL2219	2	1	1	1	1	1	1	1	1	1	2
null	ORTHOMCL2220	1	1	1	1	3	1	1	2	0	1	1
null	ORTHOMCL2221	1	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL2222	3	1	1	1	1	1	1	1	0	1	2
null	ORTHOMCL2223	1	1	1	1	2	1	1	1	1	1	2
null	ORTHOMCL2224	1	1	2	1	1	1	2	1	1	1	1
null	ORTHOMCL2225	1	1	1	2	1	1	2	1	1	1	1
null	ORTHOMCL2226	1	1	2	1	1	1	2	1	1	1	1
null	ORTHOMCL2227	2	1	1	1	2	1	1	1	1	1	1
null	ORTHOMCL2228	2	1	1	1	1	1	1	1	1	1	2
null	ORTHOMCL2229	1	1	1	1	2	2	1	1	1	1	1
null	ORTHOMCL2230	2	1	1	1	2	1	1	1	0	1	2
null	ORTHOMCL2231	2	1	1	1	2	1	1	1	1	1	1
null	ORTHOMCL2232	1	1	1	1	1	1	1	1	1	1	3
null	ORTHOMCL2233	1	1	2	1	2	1	1	1	1	1	1
null	ORTHOMCL2234	2	1	1	1	1	1	1	1	2	1	1
null	ORTHOMCL2235	1	1	2	1	1	1	2	1	1	1	1
null	ORTHOMCL2236	1	1	1	1	2	1	1	1	1	1	2
null	ORTHOMCL2237	2	1	1	1	2	1	1	1	1	1	1
null	ORTHOMCL2238	1	1	2	1	1	1	1	1	1	1	2
null	ORTHOMCL2239	1	1	1	1	3	1	1	1	1	1	1
null	ORTHOMCL2240	2	1	1	1	2	1	1	1	1	1	1
null	ORTHOMCL2241	1	1	1	3	1	1	1	1	1	1	1
null	ORTHOMCL2242	2	1	1	1	1	1	1	2	1	1	1
null	ORTHOMCL2243	1	1	1	3	1	1	1	1	1	1	1
null	ORTHOMCL2244	1	1	1	3	1	1	1	1	1	1	1
null	ORTHOMCL2245	2	1	2	1	1	1	1	1	1	1	1
null	ORTHOMCL2246	3	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL2247	1	1	1	1	1	1	1	3	1	1	1
null	ORTHOMCL2248	1	1	1	1	1	1	1	1	1	1	3
null	ORTHOMCL2249	1	1	1	1	1	1	3	1	1	1	1
null	ORTHOMCL2250	2	1	1	2	1	1	1	1	1	1	1
null	ORTHOMCL2251	2	3	0	1	1	1	1	1	1	1	1
null	ORTHOMCL2252	1	1	2	1	1	1	1	1	1	1	2
null	ORTHOMCL2253	2	0	1	2	1	2	1	1	1	1	1
null	ORTHOMCL2254	1	1	1	2	1	1	2	1	1	1	1
null	ORTHOMCL2255	1	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL2256	3	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL2257	3	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL2258	2	1	1	3	0	1	1	1	1	1	1
null	ORTHOMCL2259	3	1	1	1	1	1	1	1	1	1	1
null	ORTHOMCL2260	2	1	1	2	1	1	2	1	1	0	1
null	ORTHOMCL2261	1	1	1	1	1	1	3	1	1	1	1
null	ORTHOMCL2262	1	1	1	1	2	1	1	1	1	1	2
null	ORTHOMCL2263	1	1	1	1	1	1	1	1	2	1	2
null	ORTHOMCL2264	2	1	2	1	1	1	1	1	1	1	1
null	ORTHOMCL2265	1	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL2266	1	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL2267	1	1	1	1	1	1	3	1	1	1	1
null	ORTHOMCL2268	1	1	2	1	1	1	2	1	1	1	1
null	ORTHOMCL2269	1	0	1	1	2	1	1	2	1	1	2
null	ORTHOMCL2270	1	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL2271	1	1	2	3	0	1	1	1	1	1	1
null	ORTHOMCL2272	1	1	0	1	2	1	2	1	1	1	2
null	ORTHOMCL2273	2	1	1	1	1	1	2	1	1	1	1
null	ORTHOMCL2274	1	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL2275	1	1	1	1	3	1	1	1	1	1	1
null	ORTHOMCL2276	2	1	1	1	1	1	2	1	1	1	1
null	ORTHOMCL2277	1	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL2278	1	1	2	1	2	1	1	1	1	1	1
null	ORTHOMCL2279	1	1	1	1	3	1	1	1	1	1	1
null	ORTHOMCL2280	2	1	1	2	1	1	1	1	1	1	1
null	ORTHOMCL2281	2	1	0	0	2	2	1	1	2	1	1
null	ORTHOMCL2282	1	1	1	1	3	1	1	1	1	1	1
null	ORTHOMCL2283	1	1	1	2	2	1	1	1	1	1	1
null	ORTHOMCL2284	1	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL2285	1	1	1	1	1	1	1	1	1	1	3
null	ORTHOMCL2286	1	1	1	1	3	1	1	1	1	1	1
null	ORTHOMCL2287	1	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL2288	1	1	2	2	1	1	1	1	1	1	1
null	ORTHOMCL2289	1	1	1	1	1	1	2	2	1	1	1
null	ORTHOMCL2290	2	1	1	1	1	2	1	1	1	1	1
null	ORTHOMCL2291	1	1	1	2	1	1	1	1	1	1	2
null	ORTHOMCL2292	1	1	1	1	1	1	3	1	1	1	1
null	ORTHOMCL2293	1	1	1	1	2	1	1	1	1	1	2
null	ORTHOMCL2294	1	1	1	1	2	1	2	1	1	1	1
null	ORTHOMCL2295	1	1	1	1	3	1	1	1	1	1	1
null	ORTHOMCL2296	2	1	1	1	1	1	1	2	1	1	1
null	ORTHOMCL2297	1	1	1	1	1	1	1	1	1	2	2
null	ORTHOMCL2298	1	1	1	1	1	1	1	1	1	1	3
null	ORTHOMCL2299	1	1	1	1	3	1	1	1	1	1	1
